"id","name","brand","category","presentation","manufacturer_code","square_rows","square_tokens","square_original_names","identity_code","sources","evidence","reference_image","reference_sha256","source_image_url","image_review","video","video_review","batch"
"flag-missile-200","Flag Missile Battery","Firehawk","Missiles","200 shots","Unknown","367","7ESPDX7VV2UTIDYELFY6DLBY","Flag Missile","100000208717","https://whitelightningfireworks.com/SM128-Flag-Missile-Battery-R-PC/ | https://76fireworkstore.com/SM128-Flag-Missile-Battery-R-PC | https://76fireworkstore.com/SM128-Flag-Missile-Battery-R-PC?setCurrencyId=1%5C | https://www.youtube.com/watch?v=IILa-qOFHj4","Square row 367, code 100000208717, original name 'Flag Missile' and variant 'Regular' were checked against the linked product-level code, retail presentation, actual package photograph and corroborating catalog sources. Internal retailer model equality alone was not used. The displayed quantity and brand were checked on the package and sources; unverified durations, effects and prices are omitted.","docs/catalog/enrichment-2026-09/references/flag-missile-200-original.png","d85d4a42bc6e2619181cd04920224455fb5f61c26933b97dddfd554cb049336b","https://cdn11.bigcommerce.com/s-hb1q1ykt9j/images/stencil/1280x1280/products/191/455/4018__17207.1742482047.png?c=1","Original photograph inspected in contact sheets and package rechecks. Correct full retail presentation; real alpha; no third-party watermark or generated packaging. Optimized without upscaling.","https://www.youtube.com/watch?v=IILa-qOFHj4","Reviewed exact product/model and presentation against the approved source page, indexed demo information and YouTube oEmbed metadata. Not a general search link or different package. Full playback of every video was not performed.","2026-09-24-reviewed-5"
"hot-dog","Hot Dog","World-Class","Cakes","16 shots · 200 gram","Unknown","459","XJZEMQJXB5U2J6MBX7XQ6PCY","Hot Dog 200 Gram 16 Shot","8052531342212","https://staging.usa-fireworks.com/products/aerial-all-cakes/aerial-200-gram-cakes/hot-dog/ | https://usa-fireworks.com/products/aerial-all-cakes/aerial-200-gram-cakes/hot-dog/","Square row 459, code 8052531342212, original name 'Hot Dog 200 Gram 16 Shot' and variant 'Regular' were checked against the linked product-level code, retail presentation, actual package photograph and corroborating catalog sources. Internal retailer model equality alone was not used. The displayed quantity and brand were checked on the package and sources; unverified durations, effects and prices are omitted.","docs/catalog/enrichment-2026-09/references/hot-dog-original.png","3ab65929dd9cf8226a2d803990f6800ec53bb2b3ff125fc7f57fe7d726d2c959","https://staging.usa-fireworks.com/wp-content/uploads/2024/11/original-7489-scaled.png","Original photograph inspected in contact sheets and package rechecks. Correct full retail presentation; real alpha; no third-party watermark or generated packaging. Optimized without upscaling.","","Product/model and simpler name/brand YouTube queries checked; no exact, sufficiently supported demonstration was approved. Optional field intentionally empty.","2026-09-24-reviewed-5"
"howler-fountain","Howler","Cutting Edge","Fountains","Fountain","Unknown","464","MKMB5MPSXF6UVGVQ3RMXR4EH","Howler Fountain","8145270114711","https://usa-fireworks.com/products/fountains/fountains-200-gram/howler-fountain/ | https://www.youtube.com/watch?v=H3wzaUcduE0","Square row 464, code 8145270114711, original name 'Howler Fountain' and variant 'Regular' were checked against the linked product-level code, retail presentation, actual package photograph and corroborating catalog sources. Internal retailer model equality alone was not used. The displayed quantity and brand were checked on the package and sources; unverified durations, effects and prices are omitted.","docs/catalog/enrichment-2026-09/references/howler-fountain-original.png","afc23b939c35f6abbf00fb3a1db7980d03068fc22e18b5a8fcbb9855ec6533c0","https://usa-fireworks.com/wp-content/uploads/2026/09/original-178.png","Original photograph inspected in contact sheets and package rechecks. Correct full retail presentation; real alpha; no third-party watermark or generated packaging. Optimized without upscaling.","https://www.youtube.com/watch?v=H3wzaUcduE0","Reviewed exact product/model and presentation against the approved source page, indexed demo information and YouTube oEmbed metadata. Not a general search link or different package. Full playback of every video was not performed.","2026-09-24-reviewed-5"
"junior-pyro-pack-sky-bacon","Junior Pyro Pack","Sky Bacon","Assortments","Blue backpack · Safe & Sane assortment","Unknown","517","CLEPS4WYDO4XJDMUPA2CKO23","Kids Backpack Girl an d Boys","193936959969","https://76fireworkstore.com/AT265B-Junior-Pyro-Pack-SS-R-PC | https://www.lastchancefireworks.com/shop/Assortment-Value-Packs/p/Junior-Pyro-Pack-Sky-Bacon.htm","Square row 517, code 193936959969, original name 'Kids Backpack Girl an d Boys' and variant 'Regular' were checked against the linked product-level code, retail presentation, actual package photograph and corroborating catalog sources. Internal retailer model equality alone was not used. The displayed quantity and brand were checked on the package and sources; unverified durations, effects and prices are omitted.","docs/catalog/enrichment-2026-09/references/junior-pyro-pack-sky-bacon-original.png","759e4c4a5ad64f8ea29c991ef25b61fd85876edd85def855887943a72fda5a9a","https://cdn11.bigcommerce.com/s-9mwycnqmio/images/stencil/1280x1280/products/3478/4752/4098__95885.1684210249.png?c=1","Original photograph inspected in contact sheets and package rechecks. Correct full retail presentation; real alpha; no third-party watermark or generated packaging. Optimized without upscaling.","","Product/model and simpler name/brand YouTube queries checked; no exact, sufficiently supported demonstration was approved. Optional field intentionally empty.","2026-09-24-reviewed-5"
"killer-bees-4-pack","Killer Bees","Sky Bacon","Fountains","4-pack","Unknown","521","BZP7WM6U5DGAMNC6KELDK7KF","Killer Bee","816597940465","https://whitelightningfireworks.com/FN275-Killer-Bees-244-R-PK/ | https://76fireworkstore.com/FN275-Killer-Bees-244-R-PK","Square row 521, code 816597940465, original name 'Killer Bee' and variant 'Regular' were checked against the linked product-level code, retail presentation, actual package photograph and corroborating catalog sources. Internal retailer model equality alone was not used. The displayed quantity and brand were checked on the package and sources; unverified durations, effects and prices are omitted.","docs/catalog/enrichment-2026-09/references/killer-bees-4-pack-original.png","cbf816611174808d640e9371ad6399a1e78f5b62b94d80e996e05cf0f74dfef1","https://cdn11.bigcommerce.com/s-hb1q1ykt9j/images/stencil/1280x1280/products/253/525/6752__55647.1742482117.png?c=1","Original photograph inspected in contact sheets and package rechecks. Correct full retail presentation; real alpha; no third-party watermark or generated packaging. Optimized without upscaling.","","Product/model and simpler name/brand YouTube queries checked; no exact, sufficiently supported demonstration was approved. Optional field intentionally empty.","2026-09-24-reviewed-5"
"m-200-salute-12-pack","M-200 Salute","Sky Bacon","Firecrackers","12-pack","Unknown","554","33DEEREZKI62DJXZO7UKLFFK","M-200 Salute","816597923727","https://shop.wazupfireworks.com/FR137-M-200-Salute-R-PK/ | https://dosgringosfireworks.com/FR137-M-200-Salute-R-PK/ | https://www.youtube.com/watch?v=64_aVUWVDpc","Square row 554, code 816597923727, original name 'M-200 Salute' and variant 'Regular' were checked against the linked product-level code, retail presentation, actual package photograph and corroborating catalog sources. Internal retailer model equality alone was not used. The displayed quantity and brand were checked on the package and sources; unverified durations, effects and prices are omitted.","docs/catalog/enrichment-2026-09/references/m-200-salute-12-pack-original.png","6cde640ac0ade73d6f2eb19801e6f437098d5608837718852ee80d1ad6bc29e7","https://cdn11.bigcommerce.com/s-5lvkv2owjj/images/stencil/1280x1280/products/795/1611/5304__71369.1718024853.png?c=1","Original photograph inspected in contact sheets and package rechecks. Correct full retail presentation; real alpha; no third-party watermark or generated packaging. Optimized without upscaling.","https://www.youtube.com/watch?v=64_aVUWVDpc","Reviewed exact product/model and presentation against the approved source page, indexed demo information and YouTube oEmbed metadata. Not a general search link or different package. Full playback of every video was not performed.","2026-09-24-reviewed-5"
"m-5000-world-class-12-pack","M-5000 Salute Crackers","World-Class","Firecrackers","12-pack","Unknown","556","WXWPSN4ND2Z3WGEC2GAJCWE6","M-5000 Salute Cracker 12 pcs BOGO","8052530020319","https://usa-fireworks.com/products/firecrackers-salutes/m-60-salute-crackers-12-pack/","Square row 556, code 8052530020319, original name 'M-5000 Salute Cracker 12 pcs BOGO' and variant 'Regular' were checked against the linked product-level code, retail presentation, actual package photograph and corroborating catalog sources. Internal retailer model equality alone was not used. The retailer heading says M-60 style, but the actual package is M-5000 and Square explicitly identifies the World-Class 12-pack. Do not reuse 36- or 72-pack photos.","docs/catalog/enrichment-2026-09/references/m-5000-world-class-12-pack-original.png","73924fbcc0c2bf7c68286f7cbfe263b27593f88dd3434bc1399e0ff43c4fd595","https://usa-fireworks.com/wp-content/uploads/2026/09/original-313.png","Original photograph inspected in contact sheets and package rechecks. Correct full retail presentation; real alpha; no third-party watermark or generated packaging. Optimized without upscaling.","","Product/model and simpler name/brand YouTube queries checked; no exact, sufficiently supported demonstration was approved. Optional field intentionally empty.","2026-09-24-reviewed-5"
"m-5000-cutting-edge-12-pack","M-5000 Salute Crackers","Cutting Edge","Firecrackers","12-pack","Unknown","557","3NQOHAQKGQEEURIQHZHJ4DRU","M-5000 Salute Crackers","8145270103616","https://usa-fireworks.com/products/firecrackers-salutes/m-5000-salute-crackers-12-pack/","Square row 557, code 8145270103616, original name 'M-5000 Salute Crackers' and variant 'Regular' were checked against the linked product-level code, retail presentation, actual package photograph and corroborating catalog sources. Internal retailer model equality alone was not used. The displayed quantity and brand were checked on the package and sources; unverified durations, effects and prices are omitted.","docs/catalog/enrichment-2026-09/references/m-5000-cutting-edge-12-pack-original.png","6504fdbec72b0877cbd88bb7be29873d256c5e13cf0e9047b1f9d9feba044fd6","https://usa-fireworks.com/wp-content/uploads/2026/09/original-314.png","Original photograph inspected in contact sheets and package rechecks. Correct full retail presentation; real alpha; no third-party watermark or generated packaging. Optimized without upscaling.","","Product/model and simpler name/brand YouTube queries checked; no exact, sufficiently supported demonstration was approved. Optional field intentionally empty.","2026-09-24-reviewed-5"
"major-mojo","Major Mojo","World-Class","Assortments","Fireworks assortment","Unknown","576","QHR2H5KR63JK43L2NX2HHNCI","Major Mojo Family Pack","805253396814","https://beta2024.usa-fireworks.com/products/assortments/major-mojo/ | https://www.jakesfireworks.com/fw_type/full-line-family-packs/ | https://www.gogofireworks.com/major-mojo","Square row 576, code 805253396814, original name 'Major Mojo Family Pack' and variant 'Regular' were checked against the linked product-level code, retail presentation, actual package photograph and corroborating catalog sources. Internal retailer model equality alone was not used. The actual assortment and World-Class distributor sources resolve the retailer page that lists both Boomer and World Class.","docs/catalog/enrichment-2026-09/references/major-mojo-original.png","286d8688de1ea8d97c77612f751df7c5be76e7e083ef13c2a8b82cb1dbf8e5a1","https://beta2024.usa-fireworks.com/wp-content/uploads/2024/05/original-5.png","Original photograph inspected in contact sheets and package rechecks. Correct full retail presentation; real alpha; no third-party watermark or generated packaging. Optimized without upscaling.","","Product/model and simpler name/brand YouTube queries checked; no exact, sufficiently supported demonstration was approved. Optional field intentionally empty.","2026-09-24-reviewed-5"
"mexican-jumping-beans","Mexican Jumping Beans","Red Rhino","Fountains","Fountain","Unknown","592","TCGFJ3MNAOY5DEHCFZ2BL2R5","Mexican Jumping Beans","8143270144011","https://staging.usa-fireworks.com/products/new-products/mexican-jumping-beans-48-second-fountain/ | https://dosgringosfireworks.com/mexican-jumping-beans/ | https://www.youtube.com/watch?v=YwVN6LjTX6M","Square row 592, code 8143270144011, original name 'Mexican Jumping Beans' and variant 'Regular' were checked against the linked product-level code, retail presentation, actual package photograph and corroborating catalog sources. Internal retailer model equality alone was not used. The displayed quantity and brand were checked on the package and sources; unverified durations, effects and prices are omitted.","docs/catalog/enrichment-2026-09/references/mexican-jumping-beans-original.png","9438131a619391e7673884deadb42b61b505cb615425c9ed1e5c0f07aefffcdd","https://staging.usa-fireworks.com/wp-content/uploads/2026/04/original-47.png","Original photograph inspected in contact sheets and package rechecks. Correct full retail presentation; real alpha; no third-party watermark or generated packaging. Optimized without upscaling.","https://www.youtube.com/watch?v=YwVN6LjTX6M","Reviewed exact product/model and presentation against the approved source page, indexed demo information and YouTube oEmbed metadata. Not a general search link or different package. Full playback of every video was not performed.","2026-09-24-reviewed-5"
"morning-glory-144-cutting-edge","14-inch Morning Glory","Cutting Edge","Sparklers","14-inch sparklers · 144-count box","Unknown","607","AV5JMGED5UC4OG7NH7O7O47E","Morning Glories 24\6 144 Pieces sparklers","8145270180211","https://usa-fireworks.com/products/sparklers/morning-glory-sparklers-box/","Square row 607, code 8145270180211, original name 'Morning Glories 24\6 144 Pieces sparklers' and variant 'Morning Glorys Pack 144' were checked against the linked product-level code, retail presentation, actual package photograph and corroborating catalog sources. Internal retailer model equality alone was not used. The displayed quantity and brand were checked on the package and sources; unverified durations, effects and prices are omitted.","docs/catalog/enrichment-2026-09/references/morning-glory-144-cutting-edge-original.png","0f1707418547e4e21572713feeabe3644733e39ed9cee1ca4d27585b9083d194","https://usa-fireworks.com/wp-content/uploads/2026/09/original-182.png","Original photograph inspected in contact sheets and package rechecks. Correct full retail presentation; real alpha; no third-party watermark or generated packaging. Optimized without upscaling.","","Product/model and simpler name/brand YouTube queries checked; no exact, sufficiently supported demonstration was approved. Optional field intentionally empty.","2026-09-24-reviewed-5"
"nishiki-blast-6-pack","Nishiki Blast","Raccoon","Artillery Shells","5-inch shells · 6-pack","Unknown","644","A5QPAZSLHSGWWLVXOQIFPISG","Nishiki Blast 5"" Artillery Shells 6 pack","757201306034","https://whitenightsfireworks.com/product/nishiki-blast/ | https://ocfireworks.com/nishiki-blast-5-canister-shell-6pk/ | https://www.kandkfireworks.com/product-page/5-nishiki-blast | https://americanwholesalefireworks.com/nishiki-blast-5/ | https://www.pyromart.com/mobscenefireworks/?category_id=282&cookies_accepted=Y&ec_wid=80&layout=short_list&page=1&sort_by=product&sort_order=asc | https://www.youtube.com/watch?v=K8poHnGn55w","Square row 644, code 757201306034, original name 'Nishiki Blast 5"" Artillery Shells 6 pack' and variant 'Regular' were checked against the linked product-level code, retail presentation, actual package photograph and corroborating catalog sources. Internal retailer model equality alone was not used. Use the photographed original six-shell presentation; do not replace it with the new compact C-model or the 24-pack Holy Nishiki.","docs/catalog/enrichment-2026-09/references/nishiki-blast-6-pack-original.png","382043334d5da05dcb3ae8019757dc059bc14523c190ea9492e61cfff3ecca1d","https://whitenightsfireworks.com/wp-content/uploads/2026/03/original-2.png","Original photograph inspected in contact sheets and package rechecks. Correct full retail presentation; real alpha; no third-party watermark or generated packaging. Optimized without upscaling.","https://www.youtube.com/watch?v=K8poHnGn55w","Reviewed exact product/model and presentation against the approved source page, indexed demo information and YouTube oEmbed metadata. Not a general search link or different package. Full playback of every video was not performed.","2026-09-24-reviewed-5"
"one-bad-mother-in-law","One Bad Mother-In-Law","World-Class","Cakes","16 shots · 500 gram","Unknown","653","D2NK6VMC6V5Q6F7UV5RP7HCA","One Bad Mother-In-Law 500 Gram","8052531503712","https://usa-fireworks.com/products/aerial-all-cakes/aerial-500-gram-cakes/one-bad-mother-in-law/ | https://staging.usa-fireworks.com/products/aerial-all-cakes/aerial-500-gram-cakes/one-bad-mother-in-law/ | https://bigdaddyksfireworksoutlet.com/product/one-bad-mother-in-law/ | https://ocfireworks.com/one-bad-mother-in-law/ | https://www.lastchancefireworks.com/shop/Multishot-Cakes/500-gram-Cakes/p/One-Bad-Mother-in-law-16-Shots-x60072822.htm | https://www.youtube.com/watch?v=RCZOKivGERU","Square row 653, code 8052531503712, original name 'One Bad Mother-In-Law 500 Gram' and variant 'Regular' were checked against the linked product-level code, retail presentation, actual package photograph and corroborating catalog sources. Internal retailer model equality alone was not used. The displayed quantity and brand were checked on the package and sources; unverified durations, effects and prices are omitted.","docs/catalog/enrichment-2026-09/references/one-bad-mother-in-law-original.png","651e947bd47de9e83104da05f8186d575f35e1c299017ae81b9f8c62f83df532","https://usa-fireworks.com/wp-content/uploads/2026/09/original-223.png","Original photograph inspected in contact sheets and package rechecks. Correct full retail presentation; real alpha; no third-party watermark or generated packaging. Optimized without upscaling.","https://www.youtube.com/watch?v=RCZOKivGERU","Reviewed exact product/model and presentation against the approved source page, indexed demo information and YouTube oEmbed metadata. Not a general search link or different package. Full playback of every video was not performed.","2026-09-24-reviewed-5"
"pizza-platter","Pizza Platter","Winda","Cakes","6 cakes · 15 shots per cake","Unknown","688","RG25535S4I3QWL6XUOT4SJVP","Pizza Platter","705108955640","https://lowcountryfireworks.com/GM981/ | https://www.getwinda.com/product-page/pizza-sampler | https://www.youtube.com/watch?v=dKCirafSi6s","Square row 688, code 705108955640, original name 'Pizza Platter' and variant 'Regular' were checked against the linked product-level code, retail presentation, actual package photograph and corroborating catalog sources. Internal retailer model equality alone was not used. Official Winda calls the six-cake case Pizza Platter; the retailer alias Pizza Sampler uses the same case UPC. Not a single pizza slice.","docs/catalog/enrichment-2026-09/references/pizza-platter-original.png","c88786d0d1d01f3b54040b59aaf084a081eccd5beda32a40db2ac2c8d42f6b33","https://cdn11.bigcommerce.com/s-7jhxhununw/images/stencil/1280x1280/products/1516/2159/9468__80087.1699835952.png?c=1","Original photograph inspected in contact sheets and package rechecks. Correct full retail presentation; real alpha; no third-party watermark or generated packaging. Optimized without upscaling.","https://www.youtube.com/watch?v=dKCirafSi6s","Reviewed exact product/model and presentation against the approved source page, indexed demo information and YouTube oEmbed metadata. Not a general search link or different package. Full playback of every video was not performed.","2026-09-24-reviewed-5"
"poopy-puppy","Poopy Puppy","Boomer","Novelties","Novelty firework","Unknown","692","UGWD5ORMIP3Z4SNOJNKZLSXD","Pooping Puppy","8052530222713","https://usa-fireworks.com/products/novelty/poopy-puppy/ | https://bigdaddyksfireworksoutlet.com/product/pooping-dog/","Square row 692, code 8052530222713, original name 'Pooping Puppy' and variant 'Regular' were checked against the linked product-level code, retail presentation, actual package photograph and corroborating catalog sources. Internal retailer model equality alone was not used. The displayed quantity and brand were checked on the package and sources; unverified durations, effects and prices are omitted.","docs/catalog/enrichment-2026-09/references/poopy-puppy-original.png","99d4b1fd582bf52a76d94df3787c216bec2520651e063ef410929032d80636c7","https://usa-fireworks.com/wp-content/uploads/2026/09/original-572.png","Original photograph inspected in contact sheets and package rechecks. Correct full retail presentation; real alpha; no third-party watermark or generated packaging. Optimized without upscaling.","","Product/model and simpler name/brand YouTube queries checked; no exact, sufficiently supported demonstration was approved. Optional field intentionally empty.","2026-09-24-reviewed-5"
"pyro-princess-pack","Pyro Princess Pack","Sky Bacon","Assortments","Pink backpack · Safe & Sane assortment","Unknown","733","D54L65LWKBKYAUHHVM6QNA6L","Pyro Princess Pack","193936959976","https://usa-fireworks.com/products/assortments/pyro-princess-pack/ | https://staging.usa-fireworks.com/products/new-products/pyro-princess-pack/ | https://lowcountryfireworks.com/AT265H-Pyro-Princess-Pack-SS-R-PC/ | https://leefamilyfirework.com/AT265H-Pyro-Princess-Pack-SS-R-PC/","Square row 733, code 193936959976, original name 'Pyro Princess Pack' and variant 'Regular' were checked against the linked product-level code, retail presentation, actual package photograph and corroborating catalog sources. Internal retailer model equality alone was not used. The displayed quantity and brand were checked on the package and sources; unverified durations, effects and prices are omitted.","docs/catalog/enrichment-2026-09/references/pyro-princess-pack-original.png","a65da8ee16249b886b4be432cd27f9c6dca633e2edfa2bd0e4a24ba7e94a1dcb","https://usa-fireworks.com/wp-content/uploads/2026/09/original-1019.png","Original photograph inspected in contact sheets and package rechecks. Correct full retail presentation; real alpha; no third-party watermark or generated packaging. Optimized without upscaling.","","Product/model and simpler name/brand YouTube queries checked; no exact, sufficiently supported demonstration was approved. Optional field intentionally empty.","2026-09-24-reviewed-5"
"jumbo-crackling-balls-3-pack","Jumbo Crackling Balls","Sky Bacon","Novelties","3-pack","Unknown","740","MKPXTJVO2ZN76CBI5QC3BF66","RYG Jumbo Crackling Balls","800000151227","https://nbfireworks.com/NV108-Jumbo-Crackling-Ball-R-PC/ | https://shop.pyrocrate.com/NV108-Jumbo-Crackling-Ball-R-PC/ | https://www.youtube.com/watch?v=OVKxVJw9H5o","Square row 740, code 800000151227, original name 'RYG Jumbo Crackling Balls' and variant 'Regular' were checked against the linked product-level code, retail presentation, actual package photograph and corroborating catalog sources. Internal retailer model equality alone was not used. The displayed quantity and brand were checked on the package and sources; unverified durations, effects and prices are omitted.","docs/catalog/enrichment-2026-09/references/jumbo-crackling-balls-3-pack-original.png","9c9b935ae93a2dc4de25a8cc5070a03080837cf31a2e8badaac24421e43321b8","https://cdn11.bigcommerce.com/s-k6i6scga00/images/stencil/1280x1280/products/1039/1551/4400__69911.1730740277.png?c=1","Original photograph inspected in contact sheets and package rechecks. Correct full retail presentation; real alpha; no third-party watermark or generated packaging. Optimized without upscaling.","https://www.youtube.com/watch?v=OVKxVJw9H5o","Reviewed exact product/model and presentation against the approved source page, indexed demo information and YouTube oEmbed metadata. Not a general search link or different package. Full playback of every video was not performed.","2026-09-24-reviewed-5"
"raccoon-5-inch-24-pack","Raccoon 5-inch Canister Shells","Raccoon","Artillery Shells","5-inch shells · 24-pack","Unknown","741","EFZMXOBWHIVMSUS6YEKZLHZW","Raccoon 5"" Artillery Shells 24 pack","757201324014","https://beta2024.usa-fireworks.com/products/artillery-shells/raccoon-5-canister-shells/ | https://americanwholesalefireworks.com/independence-day-24-pack/ | https://www.youtube.com/watch?v=VNKj9MZJL5k","Square row 741, code 757201324014, original name 'Raccoon 5"" Artillery Shells 24 pack' and variant 'Regular' were checked against the linked product-level code, retail presentation, actual package photograph and corroborating catalog sources. Internal retailer model equality alone was not used. Keep the original RA32401 24-pack and approved original photograph; do not silently rename it to the newer Independence Day branding.","docs/catalog/enrichment-2026-09/references/raccoon-5-inch-24-pack-original.png","88378a3ee5d2ba0b86948045e9f1fda4c368e1b70ffdfa6d265e4cf2272ab2c2","https://beta2024.usa-fireworks.com/wp-content/uploads/2022/04/original-242.png","Original photograph inspected in contact sheets and package rechecks. Correct full retail presentation; real alpha; no third-party watermark or generated packaging. Optimized without upscaling.","https://www.youtube.com/watch?v=VNKj9MZJL5k","Reviewed exact product/model and presentation against the approved source page, indexed demo information and YouTube oEmbed metadata. Not a general search link or different package. Full playback of every video was not performed.","2026-09-24-reviewed-5"
"american-saturn-missile-300","American Saturn Missile Battery","World-Class","Missiles","300 shots","Unknown","789","ADK4WL4CCEYTQAWKHGAW2QDM","Saturn Missile Battery 300 Shot","8052531311515","https://thefireworkssuperstore.com/shop/300-shots","Square row 789, code 8052531311515, original name 'Saturn Missile Battery 300 Shot' and variant 'American Saturn Missile' were checked against the linked product-level code, retail presentation, actual package photograph and corroborating catalog sources. Internal retailer model equality alone was not used. The displayed quantity and brand were checked on the package and sources; unverified durations, effects and prices are omitted.","docs/catalog/enrichment-2026-09/references/american-saturn-missile-300-original.png","01d6ccaa10c2f17c9e3686f0ba5c03c24093152b9d266e97e548fed9919a5bb6","https://thefireworkssuperstore.com/wp-content/uploads/2020/05/300-Shots-1.png","Original photograph inspected in contact sheets and package rechecks. Correct full retail presentation; real alpha; no third-party watermark or generated packaging. Optimized without upscaling.","","Product/model and simpler name/brand YouTube queries checked; no exact, sufficiently supported demonstration was approved. Optional field intentionally empty.","2026-09-24-reviewed-5"
"stars-and-stripes-assortment","Stars and Stripes","World-Class","Assortments","Fireworks assortment","Unknown","856","BD7G6JJ3PMQ6UGFJDF64A2XL","Stars Stripes Assortment","8052530040416","https://thefireworkssuperstore.com/shop/stars-and-stripes-assortment | https://bigdaddyksfireworksoutlet.com/product/stars-stripes/ | https://www.jakesfireworks.com/fw_type/full-line-family-packs/","Square row 856, code 8052530040416, original name 'Stars Stripes Assortment' and variant 'Regular' were checked against the linked product-level code, retail presentation, actual package photograph and corroborating catalog sources. Internal retailer model equality alone was not used. World-Class logo on the original assortment and the Jake's family-pack index establish its brand.","docs/catalog/enrichment-2026-09/references/stars-and-stripes-assortment-original.png","952175377c13ebca5b97b02da3676487b2f7854b9622cc94e5dce1bb88e5b2cc","https://thefireworkssuperstore.com/wp-content/uploads/2020/05/Stars-and-Stripes.png","Original photograph inspected in contact sheets and package rechecks. Correct full retail presentation; real alpha; no third-party watermark or generated packaging. Optimized without upscaling.","","Product/model and simpler name/brand YouTube queries checked; no exact, sufficiently supported demonstration was approved. Optional field intentionally empty.","2026-09-24-reviewed-5"
"super-cakes-4-pack","Super Cakes","Happy Family","Cakes","4 cakes","JLAS500-1","872","FZ4UOHXN2PATZIU7FO7IYHQR","Super Cakes 4","202112120298","https://h4fireworks.com/products/SUPER-CAKES-81-SHOTS-p554811939 | https://americanwholesalefireworks.com/super-cakes-case-of-4/ | https://www.youtube.com/watch?v=Pd_OvuU93nQ","Square row 872, code 202112120298, original name 'Super Cakes 4' and variant 'Regular' were checked against the linked product-level code, retail presentation, actual package photograph and corroborating catalog sources. Internal retailer model equality alone was not used. The Happy Family original image and official product page identify the four-cake set; the case is identified as 81 shots; a per-cake shot count is not asserted.","docs/catalog/enrichment-2026-09/references/super-cakes-4-pack-original.png","643424604c6de351f3e749d313791f2349a8b7b17e54d80b499957b844cfb277","https://d2j6dbq0eux0bg.cloudfront.net/images/69847523/3604890387.png","Original photograph inspected in contact sheets and package rechecks. Correct full retail presentation; real alpha; no third-party watermark or generated packaging. Optimized without upscaling.","https://www.youtube.com/watch?v=Pd_OvuU93nQ","Reviewed exact product/model and presentation against the approved source page, indexed demo information and YouTube oEmbed metadata. Not a general search link or different package. Full playback of every video was not performed.","2026-09-24-reviewed-5"
"super-magnum-12-pack","Super Magnum","Boomer","Artillery Shells","12 shells","Unknown","874","TAESPIMBJC3BD7QYPG2HVSW4","Super Magnum (12 pcs)","8052530140819","https://thefireworkssuperstore.com/shop/super-magnum-shells","Square row 874, code 8052530140819, original name 'Super Magnum (12 pcs)' and variant 'Regular' were checked against the linked product-level code, retail presentation, actual package photograph and corroborating catalog sources. Internal retailer model equality alone was not used. The inspected original Super Magnum package carries the Boomer logo and states 12 assorted shells.","docs/catalog/enrichment-2026-09/references/super-magnum-12-pack-original.png","c7ad4109b8d9c8e1d24886f4f8ab8f81e5d1e2ff56172405da6ff96a595f1cfa","https://thefireworkssuperstore.com/wp-content/uploads/2020/05/Super-Magnum-Shells.png","Original photograph inspected in contact sheets and package rechecks. Correct full retail presentation; real alpha; no third-party watermark or generated packaging. Optimized without upscaling.","","Product/model and simpler name/brand YouTube queries checked; no exact, sufficiently supported demonstration was approved. Optional field intentionally empty.","2026-09-24-reviewed-5"
"the-king-assortment","The King","World-Class","Assortments","Fireworks assortment","Unknown","895","YY2252GSY24VXZARC2U6X6BL","The King Assortment","8052530040119","https://thefireworkssuperstore.com/shop/the-king | https://ocfireworks.com/4-fiberglass-mortar-tube-single-tube/","Square row 895, code 8052530040119, original name 'The King Assortment' and variant 'The King Assortment' were checked against the linked product-level code, retail presentation, actual package photograph and corroborating catalog sources. Internal retailer model equality alone was not used. The displayed quantity and brand were checked on the package and sources; unverified durations, effects and prices are omitted.","docs/catalog/enrichment-2026-09/references/the-king-assortment-original.png","bdb3431eb47b53d6a6665d9fe534d2b7c82139196d286d8a781e46aee0f1f961","https://thefireworkssuperstore.com/wp-content/uploads/2020/05/The-King.png","Original photograph inspected in contact sheets and package rechecks. Correct full retail presentation; real alpha; no third-party watermark or generated packaging. Optimized without upscaling.","","Product/model and simpler name/brand YouTube queries checked; no exact, sufficiently supported demonstration was approved. Optional field intentionally empty.","2026-09-24-reviewed-5"
"tomahawk-missile","Tomahawk Missile","World-Class","Missiles","12-inch missile","Unknown","911","MPDVJ42G6H7A2ORWCX3DJGXI","Tomahawk Missile","8052530152218","https://usa-fireworks.com/products/missiles-rockets/tomahawk-missile/ | https://thefireworkssuperstore.com/shop/tomahawk | https://www.youtube.com/watch?v=BRkcysNW5HA","Square row 911, code 8052530152218, original name 'Tomahawk Missile' and variant 'Regular' were checked against the linked product-level code, retail presentation, actual package photograph and corroborating catalog sources. Internal retailer model equality alone was not used. The displayed quantity and brand were checked on the package and sources; unverified durations, effects and prices are omitted.","docs/catalog/enrichment-2026-09/references/tomahawk-missile-original.png","e2ef485d57fbbf6e14916fc040b6bf6e0bc1639f9bd7d06b9520cd0510c27cb4","https://usa-fireworks.com/wp-content/uploads/2026/09/original-163.png","Original photograph inspected in contact sheets and package rechecks. Correct full retail presentation; real alpha; no third-party watermark or generated packaging. Optimized without upscaling.","https://www.youtube.com/watch?v=BRkcysNW5HA","Reviewed exact product/model and presentation against the approved source page, indexed demo information and YouTube oEmbed metadata. Not a general search link or different package. Full playback of every video was not performed.","2026-09-24-reviewed-5"
