"square_token","square_sku","gtin","original_name","normalized_name","brand","square_category","original_variation","presentation","specifications_in_original_name","pending_group","reason","dynamite_candidates","missing_information_or_resources","csv_row","csv_line_start","csv_line_end","xlsx_sheet","xlsx_row","research_status","product_id","verified_brand","manufacturer_code","verified_video","research_query","research_sources","research_reason","required_next_step"
"HWSLHV2QS7CBXJJXIS6GPRY7","705108309733","","Snowcone","Snowcone","Unknown","Fountains","Regular","Unknown","Unknown","probable","Name identifies a candidate only; manufacturer and exact presentation have not been established.","products.json[114] Snow Cone / Winda / /products/snow-cone.png | products.json[184] Handheld Snow Cone / Winda / /products/handheld-snow-cone.png","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","843","846","846","Items","844","candidate_requires_package_review","","Unknown","Unknown","","""705108309733"" fireworks","https://www.wincofireworks.com/wp-content/uploads/2022/02/Pyro-Scan-UPC-ITEM-Database-February-2022-Sorted-By-Item-Name.pdf","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"7HSTZSPFLZOBUPYELG63T6TG","705108309740","","Snowcone Individual","Snowcone Individual","Unknown","Fountains","Regular","Unknown","Unknown","probable","Name identifies a candidate only; manufacturer and exact presentation have not been established.","products.json[114] Snow Cone / Winda / /products/snow-cone.png","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","844","847","847","Items","845","candidate_requires_package_review","","Unknown","Unknown","","""705108309740"" fireworks","https://beta2024.usa-fireworks.com/products/fountains/fountains-200-gram/product-1395-variation-4/ | https://www.wincofireworks.com/wp-content/uploads/2022/02/Pyro-Scan-UPC-ITEM-Database-February-2022-Sorted-By-Item-Name.pdf","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"56UUUYAARKPLGMOGR523LF2P","887946041218","","Soda Foundation","Soda Foundation","Unknown","Fountains","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","845","848","848","Items","846","no_verified_identity","","Unknown","Unknown","","""887946041218"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"5D6GORADGNMEPLTPWFS3A6BA","687985247219","","Sons of Liberty 500 Gram","Sons of Liberty 500 Gram","Unknown","500 GRAM FINALE","Regular","Unknown","500 Gram","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","846","849","849","Items","847","candidate_requires_package_review","","Unknown","Unknown","","""687985247219"" fireworks","https://americanwholesalefireworks.com/sons-of-liberty/","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"DV3XLNU5AXWRHKJTQQ7FF4AU","","841527160361","Sound of Moo-sic","Sound of Moo-sic","Unknown","Fountains","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","847","850","850","Items","848","no_verified_identity","","Unknown","Unknown","","""841527160361"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"EOQSDKHNYNKDGEYU7SYZDMGF","805253407923","","Space Cowboy Bogo","Space Cowboy","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","848","851","851","Items","849","candidate_requires_package_review","","Unknown","Unknown","","""805253407923"" fireworks","https://beta2024.usa-fireworks.com/products/new-products/space-cowboy/","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"ZXRSIXTYSH6M7CLJQKS7SNB5","705108202706","","Space Falcon (5 sticks)","Space Falcon (5 sticks)","Unknown","Stick Rockets","Regular","Unknown","5 sticks","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","849","852","852","Items","850","candidate_requires_package_review","","Unknown","Unknown","","Compared code against official Winco UPC reference","https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"2RKQ6XDDPPDOXSVF547EXY62","849107065051","","Space Junk","Space Junk","Unknown","Roman Candles","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","850","853","853","Items","851","no_verified_identity","","Unknown","Unknown","","""849107065051"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"YNMK7ZJZKNRBPDU6JK7AJRT3","","687985322411","Spangled Sparklers","Spangled Sparklers","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","851","854","854","Items","852","no_verified_identity","","Unknown","Unknown","","""687985322411"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"TMJFW6QOYHZPIJO2AYYQES7X","6950165424101","","Sparklers Bogo","Sparklers","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","852","855","855","Items","853","no_verified_identity","","Unknown","Unknown","","""6950165424101"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"CPOOOXF72UNGR6EWAXHK26JF","849107066041","","Sparklers Bogo","Sparklers","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","853","856","856","Items","854","no_verified_identity","","Unknown","Unknown","","""849107066041"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"MUEHSXEB6KR5V6ISJ5TUEKHJ","849107066041","","Sparklers Bogo","Sparklers","Unknown","Unknown","Sparklers No.8 BOGO","Sparklers No.8 BOGO","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","854","857","857","Items","855","no_verified_identity","","Unknown","Unknown","","""849107066041"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"BD7G6JJ3PMQ6UGFJDF64A2XL","8052530040416","","Stars Stripes Assortment","Stars Stripes Assortment","Unknown","Family Pack Assortments","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","856","859","859","Items","857","candidate_requires_package_review","","Unknown","Unknown","","""8052530040416"" fireworks","https://thefireworkssuperstore.com/shop/stars-and-stripes-assortment | https://bigdaddyksfireworksoutlet.com/product/stars-stripes/","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"3XPUBX5CD2SO5BXJAVK5D4PW","8052532451517","","Stars and Stripes Family Pack","Stars and Stripes Family Pack","Unknown","Family Pack Assortments","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","857","860","860","Items","858","candidate_requires_package_review","","Unknown","Unknown","","""8052532451517"" fireworks","https://usa-fireworks.com/products/assortments/stars-stripes/","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"5O3KCZV7HWLL2CDEY4VOSTEL","715244009312","","Stealth Bomber","Stealth Bomber","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","858","861","861","Items","859","no_verified_identity","","Unknown","Unknown","","""715244009312"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"Z3WW4AQIC4ZXLQNTMA3PKJAT","","841527142022","Steel Titan Mortar","Steel Titan Mortar","Unknown","Roman Candles","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","859","862","862","Items","860","candidate_requires_package_review","","Unknown","Unknown","","""841527142022"" fireworks","https://www.t-skyfireworks.com/wp-content/uploads/2025/07/2026-Mecha-Product-Catalog.pdf","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"2BN5Z4GKQHHACJ6BQHH7XB4Y","8052530010914","","Stellar Jets (4 sticks)","Stellar Jets (4 sticks)","Unknown","Stick Rockets","Regular","Unknown","4 sticks","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","860","863","863","Items","861","candidate_requires_package_review","","Unknown","Unknown","","""8052530010914"" fireworks","https://shop.intergalacticfireworks.com/stellar-jets.html | https://usa-fireworks.com/products/missiles-rockets/stellar-jets-4-pack/ | https://ocfireworks.com/stellar-jets-rockets-4pk/","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"LZUI6FBWEPODZ6FYNPMSTRRG","900007622062","","Stinger Rockets","Stinger Rockets","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","861","864","864","Items","862","no_verified_identity","","Unknown","Unknown","","""900007622062"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"PFUMNN4F7CTUD6OCYKHDPQLR","757202110012","","Strato Launcher 100 Shot","Strato Launcher 100 Shot","Unknown","Unknown","Regular","Unknown","100 Shot","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","862","865","865","Items","863","candidate_requires_package_review","","Unknown","Unknown","","""757202110012"" fireworks","https://americanwholesalefireworks.com/strato-launcher-100s/ | https://www.raccoonfireworksusa.com/product-page/strato-launcher | https://fireworks-superstore.myshopify.com/products/strato-launcher","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"6ORG5JYKG6FPBMH67P7UPR3E","887946003438","","Striking Rainbow","Striking Rainbow","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","863","866","866","Items","864","candidate_requires_package_review","","Unknown","Unknown","","""887946003438"" fireworks","https://fliphtml5.com/oyvgf/jwia/Fireworks_and_Special_Effects%3A_A_Selection_Guide/36/ | https://fliphtml5.com/oyvgf/jwia/2024/","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"3UA3DE63WWEIXYDEIHWR6NFD","757201220040","","Strobing Willow","Strobing Willow","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","864","867","867","Items","865","candidate_requires_package_review","","Unknown","Unknown","","""757201220040"" fireworks","https://ocfireworks.com/strobing-willow/ | https://www.raccoonfireworksusa.com/product-page/strobing-willow | https://americanwholesalefireworks.com/strobing-willow/ | https://501pyro.com/Strobing-Willow/","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"JHTD4RDJXZMEZNERSG7EXBGP","757201530392","","Sudden Crisis 30 Shot","Sudden Crisis 30 Shot","Unknown","Unknown","Regular","Unknown","30 Shot","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","866","869","869","Items","867","no_verified_identity","","Unknown","Unknown","","""757201530392"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"MCJREXVVQE3QRAECUUUZUCYQ","514677002323","","Sugar Pop","Sugar Pop","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","867","870","870","Items","868","no_verified_identity","","Unknown","Unknown","","""514677002323"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"WM5U5WA7YOACC752AX5JMVOI","681402053988","","Sugar Skull 6"" Artillery Shells 6 Pack","Sugar Skull 6"" Artillery Shells 6 Pack","Unknown","6 Pack Artillery Shells 5""\, 6""","Sugar Skull","Sugar Skull","6"" | 6 Pack","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","868","871","871","Items","869","no_verified_identity","","Unknown","Unknown","","""681402053988"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"TAYKK7F435S57FPDLPJYV3OZ","681402054008","","Sugar Skull 6"" Artillery Shells 6 Pack","Sugar Skull 6"" Artillery Shells 6 Pack","Unknown","6 Pack Artillery Shells 5""\, 6""","Sugar Skull","Sugar Skull","6"" | 6 Pack","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","869","872","872","Items","870","no_verified_identity","","Unknown","Unknown","","""681402054008"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"KCBDFWX3QDQK5IQPOL2VZJ7D","681402053971","","Sugar Skull 6"" Artillery Shells 6 Pack","Sugar Skull 6"" Artillery Shells 6 Pack","Unknown","6 Pack Artillery Shells 5""\, 6""","Sugar Skull","Sugar Skull","6"" | 6 Pack","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","870","873","873","Items","871","no_verified_identity","","Unknown","Unknown","","""681402053971"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"J3U233NEV6JWQT66GGKT72MN","681402053995","","Sugar Skull 6"" Artillery Shells 6 Pack","Sugar Skull 6"" Artillery Shells 6 Pack","Unknown","6 Pack Artillery Shells 5""\, 6""","Sugar Skull","Sugar Skull","6"" | 6 Pack","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","871","874","874","Items","872","no_verified_identity","","Unknown","Unknown","","""681402053995"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"FZ4UOHXN2PATZIU7FO7IYHQR","202112120298","","Super Cakes 4","Super Cakes 4","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","872","875","875","Items","873","candidate_requires_package_review","","Unknown","Unknown","","""202112120298"" fireworks","https://h4fireworks.com/products/SUPER-CAKES-81-SHOTS-p554811939","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"B5TEHG6TB4E35SHGLJC73JTO","816597940212","","Super Jumbo Crackling Balls","Super Jumbo Crackling Balls","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","873","876","876","Items","874","no_verified_identity","","Unknown","Unknown","","""816597940212"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"TAESPIMBJC3BD7QYPG2HVSW4","8052530140819","","Super Magnum (12 pcs)","Super Magnum (12 pcs)","Unknown","Artillery/Festival Balls","Regular","Unknown","12 pcs","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","874","877","877","Items","875","candidate_requires_package_review","","Unknown","Unknown","","""8052530140819"" fireworks","https://thefireworkssuperstore.com/shop/super-magnum-shells","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"YSJXWKAANWCTCMQCEY3JQUXK","715244003365","","Super Snap Bogo","Super Snap","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","875","878","878","Items","876","candidate_requires_package_review","","Unknown","Unknown","","Compared code against official Winco UPC reference","https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"AHKZ7C7WXML7I5RH7EVVP3NV","687985434015","","Super Sword Boy","Super Sword Boy","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","876","879","879","Items","877","candidate_requires_package_review","","Unknown","Unknown","","""687985434015"" fireworks","https://dosgringosfireworks.com/FN359-Super-Sword-R-PC/ | https://fireworkconnection.com/product/super-sword/","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"IUWUWRCHEBGYJ5VIM5ZNCDV3","757202120028","","Super dragon Fountain","Super dragon Fountain","Unknown","Fountains","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","877","880","880","Items","878","no_verified_identity","","Unknown","Unknown","","""757202120028"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"J5OIPB6TBG4AKLGTG5BA75KD","757201306010","","Supernova 5"" Artillery Shells 6 Pack","Supernova 5"" Artillery Shells 6 Pack","Unknown","6 Pack Artillery Shells 5""\, 6""","Regular","Unknown","5"" | 6 Pack","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","878","881","881","Items","879","candidate_requires_package_review","","Unknown","Unknown","","""757201306010"" fireworks","https://thefireworkssuperstore.com/shop/supernova-canister-shells","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"NZZFXOG2QDEBBJWGNJ4F5T3R","887946041133","","Sword","Sword","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","879","882","882","Items","880","no_verified_identity","","Unknown","Unknown","","""887946041133"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"CFPGEC7FM3M3FLAT3WK62WEY","705108600335","","THAAD 226 Shot Zipper Cake","THAAD 226 Shot Zipper Cake","Unknown","500 GRAM FINALE > 500 GRAM FINALE ZIPPER CAKES","Regular","Unknown","226 Shot","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","880","883","883","Items","881","candidate_requires_package_review","","Unknown","Unknown","","Compared code against official Winco UPC reference","https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"XPKESM4NEB7FD7MA2UGKJXXQ","027736000104","","TNT Bag Assortment","TNT Bag Assortment","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","881","884","884","Items","882","no_verified_identity","","Unknown","Unknown","","""027736000104"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"OCNKFMWD4RXNQEOM4RTQQJBQ","705108603008","","Take Me To Your Leader 500 Gram","Take Me To Your Leader 500 Gram","Unknown","500 GRAM FINALE","Regular","Unknown","500 Gram","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","882","885","885","Items","883","candidate_requires_package_review","","Unknown","Unknown","","""705108603008"" fireworks","https://shop.wazupfireworks.com/take-me-to-your-leader/ | https://www.getwinda.com/product-page/take-me-to-your-leader | https://lowcountryfireworks.com/GM977-Take-Me-To-Your-Leader-R-PC/ | https://americanwholesalefireworks.com/take-me-to-your-leader/ | https://blackkatpyro.com/GM977-Take-Me-To-Your-Leader-R-PC/ | https://americanwholesalefireworks.com/take-me-to-your-leader// | https://blackkatpyro.com/GM977-Take-Me-To-Your-Leader-R-PC// | https://blackkatpyro.com/GM977-Take-Me-To-Your-Leader-R-PC/?setCurrencyId=1%5C","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"JCZP5TQ5GGDI72GS747HROMU","814527308415","","Taking Care Of Business Family Pk","Taking Care Of Business Family Pk","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","883","886","886","Items","884","no_verified_identity","","Unknown","Unknown","","""814527308415"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"YL45J65Z3E5TR6CTQSL6ACA3","816597934273","","Tank","Tank","Unknown","Unknown","Regular","Unknown","Unknown","probable","Name identifies a candidate only; manufacturer and exact presentation have not been established.","products.json[115] Fish Tank / Winda / /products/fish-tank.png | products.json[181] Tank Busters / Winda / /products/tank-busters.png","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","884","887","887","Items","885","no_verified_identity","","Unknown","Unknown","","""816597934273"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"7TEE4O7JK2ZG6OINQEOJJTSV","8145270187210","","Tank","Tank","Unknown","Unknown","Tank","Tank","Unknown","probable","Name identifies a candidate only; manufacturer and exact presentation have not been established.","products.json[115] Fish Tank / Winda / /products/fish-tank.png | products.json[181] Tank Busters / Winda / /products/tank-busters.png","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","885","888","888","Items","886","no_verified_identity","","Unknown","Unknown","","""8145270187210"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"2KFDHM7PRJCRUR6NIOPWRUXF","285108243850","","Texas Giant Pop Rocket","Texas Giant Pop Rocket","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","886","889","889","Items","887","no_verified_identity","","Unknown","Unknown","","""285108243850"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"NSQKCL7FFBMVVVFCM4EKI7HF","64883100769","","Texas Pop Rocket","Texas Pop Rocket","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","887","890","890","Items","888","no_verified_identity","","Unknown","Unknown","","""64883100769"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"EOCYSNQTWRFGASZDKP4QENU7","020164900053","","Texas Sledgehammer 60 Gram 6 Inch","Texas Sledgehammer 60 Gram 6 Inch","Unknown","Unknown","Regular","Unknown","60 Gram | 6 Inch","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","888","891","891","Items","889","no_verified_identity","","Unknown","Unknown","","""020164900053"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"NJ6SAFHPATCWTVY7P6WUARZ6","765244000000","","The Beast Black Cat","The Beast Black Cat","Black Cat","Family Pack Assortments","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","889","892","892","Items","890","candidate_requires_package_review","","Unknown","Unknown","","Compared code against official Winco UPC reference","https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
