"square_token","square_sku","gtin","original_name","normalized_name","brand","square_category","original_variation","presentation","specifications_in_original_name","pending_group","reason","dynamite_candidates","missing_information_or_resources","csv_row","csv_line_start","csv_line_end","xlsx_sheet","xlsx_row"
"ADK4WL4CCEYTQAWKHGAW2QDM","8052531311515","","Saturn Missile Battery 300 Shot","Saturn Missile Battery 300 Shot","Unknown","Unknown","American Saturn Missile","American Saturn Missile","300 Shot","probable","Name identifies a candidate only; manufacturer and exact presentation have not been established.","products.json[47] Saturn Missile Battery 300's / Monkey Mania / /products/saturn-missile-battery-300.png","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","789","792","792","Items","790"
"RCBPW76UUVOBEFNEPO3MWPQB","8145270131718","","Saturn Missile Battery-750 Shot","Saturn Missile Battery-750 Shot","Unknown","Unknown","Regular","Unknown","750 Shot","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","790","793","793","Items","791"
"A7BVCSMERHS3I6HQV6PXR2VJ","887946003681","","Saturn Missle Battery 100 Sht","Saturn Missle Battery 100 Sht","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","791","794","794","Items","792"
"NJM6VGXTBORBIDBFE5WX2DBE","680149053961","","Saturn Ultra 750","Saturn Ultra 750","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","792","795","795","Items","793"
"5JQRSHABWBMQ52NCPHFZJAPH","757201848015","","Scarlet Thread 500 Gram","Scarlet Thread 500 Gram","Unknown","500 GRAM FINALE","Regular","Unknown","500 Gram","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","793","796","796","Items","794"
"4FSMJRLSNUAD2WCQM35D554W","8145270157619","","Screaming Eagles","Screaming Eagles","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","794","797","797","Items","795"
"CGTZLRFLVBLJADNUMR2I7V6D","687985714315","","Screeching Eagle","Screeching Eagle","Unknown","Fountains","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","795","798","798","Items","796"
"IDRRN7PXEHU5ESAIDFWNUFCC","687985912209","","Secret Vault Family Pack","Secret Vault Family Pack","Unknown","Family Pack Assortments","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","796","799","799","Items","797"
"ALNYFHJRL6SEF3PJ2DCWDWJB","695071405955","","Seismic Snaps","Seismic Snaps","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","797","800","800","Items","798"
"HBOU625S5LEK4PCVRH53HOQG","687985901104","","Serious Equipment 48 Shells","Serious Equipment 48 Shells","Unknown","Unknown","Regular","Unknown","48 Shells","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","798","801","801","Items","799"
"6SGGZX66ZYR44X62PWKO7V33","8572015003786","","Shark Attack 4 Pack","Shark Attack 4 Pack","Unknown","Unknown","Regular","Unknown","4 Pack","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","799","802","802","Items","800"
"NQH4FU2CQFAFPYQORARDZJR5","681402053018","","Shinobi","Shinobi","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","800","803","803","Items","801"
"FX3FZDERMCEZQ4YL3PDCIQQD","805253413214","","Show Me Your Kitties 200 gr","Show Me Your Kitties 200 gr","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","801","804","804","Items","802"
"O4MEQ2OSWJYYBCA5R6ZYCN3Z","753321710713","","Shower Of Sparks 5 Pcs","Shower Of Sparks 5 Pcs","Unknown","Unknown","Regular","Unknown","5 Pcs","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","802","805","805","Items","803"
"RXEDQUZWB3J67HDB622CHTLT","757201520058","","Silent Assasin","Silent Assasin","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","803","806","806","Items","804"
"6TL5MEXW2T74PYUHAH26HOD2","705108320509","","Silent Mode","Silent Mode","Unknown","Fountains","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","804","807","807","Items","805"
"44TDILAVET7KFW3RUYZOHEBZ","514677002255","","Silent Treatment Fountain","Silent Treatment Fountain","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","805","808","808","Items","806"
"ELPXYS33RVPQWPNX3ESR377E","814527310616","","Skull Force","Skull Force","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","806","809","809","Items","807"
"UKIQLFU5SEJTMJHR6AKHDO3E","695071589198","","Skull King 200 Gram 16 Shot","Skull King 200 Gram 16 Shot","Unknown","Unknown","Regular","Unknown","200 Gram | 16 Shot","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","807","810","810","Items","808"
"DHKAYQL2A5JTRZQGUAUPKSIC","695071403500","","Skull Popper 6 Pk","Skull Popper 6 Pk","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","808","811","811","Items","809"
"WTLUAOGLASBOLXA3LAEELXAQ","715244065301","","Sky Ink 200G","Sky Ink 200G","Unknown","Unknown","Regular","Unknown","200G","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","809","812","812","Items","810"
"TE2L56XEDWRPQVTX4WF7ZYPE","652001110037","","Sky Laterns","Sky Laterns","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","810","813","813","Items","811"
"64FX5VZCXQGIRO6L3MNRJR3F","674662508138","","Sky Laterns","Sky Laterns","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","811","814","814","Items","812"
"C3Z2RS7D6ATU276R6GFDRQJY","757202118025","","Sky Painter Fountain","Sky Painter Fountain","Unknown","Fountains","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","812","815","815","Items","813"
"LCUKICYEVG6O6GGZEFQMVWYJ","687985121717","","Skybolt (5 sticks)","Skybolt (5 sticks)","Unknown","Stick Rockets","Regular","Unknown","5 sticks","conflict","Square Skybolt specifies five sticks; Firehawk source photo shows a freestanding missile. Presentation does not agree.","products.json[103] Skybolt / Firehawk / /products/skybolt.png","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","814","817","817","Items","815"
"K2OSHKB5T4AD2TTS65UQK4JA","757202120042","","Slam Dunk Fountain","Slam Dunk Fountain","Unknown","Fountains","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","815","818","818","Items","816"
"UCFNVVHNNAU65DR3NT3CHQAH","","","Small Biker Gang Novelty","Small Biker Gang Novelty","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","816","819","819","Items","817"
"IDRU6XRW7BWBX53PXMETFDDW","725272730744","","Small Fire Truck Novelty","Small Fire Truck Novelty","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","817","820","820","Items","818"
"QR6JZFJ3F5O3DOF23GO3E274","887946001649","","Small Military Parachute","Small Military Parachute","Unknown","Unknown","Regular","Unknown","Unknown","probable","Name identifies a candidate only; manufacturer and exact presentation have not been established.","products.json[189] Military Parachute / Winda / /products/military-parachute.png","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","818","821","821","Items","819"
"CUMAYLL4GFQA4YQRN27UWOCT","887946001823","","Small Military Paratropper","Small Military Paratropper","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","819","822","822","Items","820"
"3ADFA4L7TG6JSPJDUV7IJW4C","725272730782","","Small Police Car Novelty","Small Police Car Novelty","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","820","823","823","Items","821"
"36MIDNKLKXE6BD6ZCKP33MAW","725272730775","","Small Skateboard Dude Novelty","Small Skateboard Dude Novelty","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","821","824","824","Items","822"
"B5PYMHTQP5GIGI7BPYVXIEQG","816597924397","","Small Tank","Small Tank","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","822","825","825","Items","823"
"IR4HFV2V4UFXVMGII7UKDZUS","705108070510","","Small Tank","Small Tank","Unknown","Unknown","Tank","Tank","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","823","826","826","Items","824"
"BMR7JEOTMDGL54REFWSSF5II","816597924403","","Small Tank 12 Pack","Small Tank 12 Pack","Unknown","Unknown","Regular","Unknown","12 Pack","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","824","827","827","Items","825"
"EUMY5KCK234U6I7QG6EPUBCY","687985435418","","Smash Hit","Smash Hit","Unknown","Fountains","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","825","828","828","Items","826"
"ME7MEP7XSA56DBH43DBACC54","821600012039","","Smoke Artillery Shell","Smoke Artillery Shell","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","827","830","830","Items","828"
"AIIEVSFXVBRCO47FLHGNO2Z7","821600002030","","Smoke Balls","Smoke Balls","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","828","831","831","Items","829"
"DKB6UEB67H55UXXAKHRGO4Q2","887946021036","","Smoke Balls Box 72 Pieces","Smoke Balls Box 72 Pieces","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","829","832","832","Items","830"
"I3FAHXWTEBSV74DBN47OSRTC","027736035564","","Smoke Grenade","Smoke Grenade","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","830","833","833","Items","831"
"VI6MKFDJY44SCVZ2HFWQG53R","8145270186817","","Smoke Grenade  2pc BOGO","Smoke Grenade 2pc","Unknown","Unknown","Regular","Unknown","2pc","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","831","834","834","Items","832"
"JJYGWFKEJPWNWFZJ4SFH67SB","725272730751","","Smoke Grenade Color Pull Pin","Smoke Grenade Color Pull Pin","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","832","835","835","Items","833"
"Y5KJZEMQ3YT2HSORELWNXMQA","887946050234","","Snake Package","Snake Package","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","833","836","836","Items","834"
"CLCR26IVZCUSZQQ54T4PIWIO","715244003440","","Snake Package","Snake Package","Unknown","Unknown","Assorted Snakes","Assorted Snakes","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","834","837","837","Items","835"
"CQWQUWJGDGP4XMUTBNF6CVHN","600000085009","","Snappers","Snappers","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","835","838","838","Items","836"
"UBCURPSLOYG22MXQUSCEACJ2","8145270186213","","Snappers BOGO","Snappers","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","836","839","839","Items","837"
"2AARIAYAE44WQKSSNH7V2PBO","","888000085001","Snaps BOGO","Snaps","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","837","840","840","Items","838"
"4R67JJWNKKF3QWUW3XTFBMFB","8145270163214","","Sniper 24 Shells","Sniper 24 Shells","Unknown","Unknown","Regular","Unknown","24 Shells","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","838","841","841","Items","839"
"KR3RZM5CYN7RTB47WMIVTE3H","757201112017","","Sniper Fire 12 Shot","Sniper Fire 12 Shot","Unknown","Unknown","Regular","Unknown","12 Shot","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","839","842","842","Items","840"
"CBRHNYWVQY2LISAFKAJPV4ZZ","705108308804","","Snow Cone Big","Snow Cone Big","Unknown","Fountains","Regular","Unknown","Unknown","probable","Name identifies a candidate only; manufacturer and exact presentation have not been established.","products.json[114] Snow Cone / Winda / /products/snow-cone.png","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","840","843","843","Items","841"
"QT4SJRW6RTVNYE3I2OXOAM4Q","821600011261","","Snow Cone Fountain","Snow Cone Fountain","Unknown","Fountains","Regular","Unknown","Unknown","probable","Name identifies a candidate only; manufacturer and exact presentation have not been established.","products.json[114] Snow Cone / Winda / /products/snow-cone.png","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","841","844","844","Items","842"
"WAAAG3RM5BHMZNQJ6PELW6V3","132191819472","","Snowcone","Snowcone","Unknown","Fountains","Regular","Unknown","Unknown","probable","Name identifies a candidate only; manufacturer and exact presentation have not been established.","products.json[114] Snow Cone / Winda / /products/snow-cone.png | products.json[184] Handheld Snow Cone / Winda / /products/handheld-snow-cone.png","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","842","845","845","Items","843"
"HWSLHV2QS7CBXJJXIS6GPRY7","705108309733","","Snowcone","Snowcone","Unknown","Fountains","Regular","Unknown","Unknown","probable","Name identifies a candidate only; manufacturer and exact presentation have not been established.","products.json[114] Snow Cone / Winda / /products/snow-cone.png | products.json[184] Handheld Snow Cone / Winda / /products/handheld-snow-cone.png","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","843","846","846","Items","844"
"7HSTZSPFLZOBUPYELG63T6TG","705108309740","","Snowcone Individual","Snowcone Individual","Unknown","Fountains","Regular","Unknown","Unknown","probable","Name identifies a candidate only; manufacturer and exact presentation have not been established.","products.json[114] Snow Cone / Winda / /products/snow-cone.png","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","844","847","847","Items","845"
"56UUUYAARKPLGMOGR523LF2P","887946041218","","Soda Foundation","Soda Foundation","Unknown","Fountains","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","845","848","848","Items","846"
"5D6GORADGNMEPLTPWFS3A6BA","687985247219","","Sons of Liberty 500 Gram","Sons of Liberty 500 Gram","Unknown","500 GRAM FINALE","Regular","Unknown","500 Gram","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","846","849","849","Items","847"
"DV3XLNU5AXWRHKJTQQ7FF4AU","","841527160361","Sound of Moo-sic","Sound of Moo-sic","Unknown","Fountains","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","847","850","850","Items","848"
"EOQSDKHNYNKDGEYU7SYZDMGF","805253407923","","Space Cowboy Bogo","Space Cowboy","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","848","851","851","Items","849"
"ZXRSIXTYSH6M7CLJQKS7SNB5","705108202706","","Space Falcon (5 sticks)","Space Falcon (5 sticks)","Unknown","Stick Rockets","Regular","Unknown","5 sticks","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","849","852","852","Items","850"
"2RKQ6XDDPPDOXSVF547EXY62","849107065051","","Space Junk","Space Junk","Unknown","Roman Candles","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","850","853","853","Items","851"
"YNMK7ZJZKNRBPDU6JK7AJRT3","","687985322411","Spangled Sparklers","Spangled Sparklers","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","851","854","854","Items","852"
"TMJFW6QOYHZPIJO2AYYQES7X","6950165424101","","Sparklers Bogo","Sparklers","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","852","855","855","Items","853"
"CPOOOXF72UNGR6EWAXHK26JF","849107066041","","Sparklers Bogo","Sparklers","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","853","856","856","Items","854"
"MUEHSXEB6KR5V6ISJ5TUEKHJ","849107066041","","Sparklers Bogo","Sparklers","Unknown","Unknown","Sparklers No.8 BOGO","Sparklers No.8 BOGO","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","854","857","857","Items","855"
"BD7G6JJ3PMQ6UGFJDF64A2XL","8052530040416","","Stars Stripes Assortment","Stars Stripes Assortment","Unknown","Family Pack Assortments","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","856","859","859","Items","857"
"3XPUBX5CD2SO5BXJAVK5D4PW","8052532451517","","Stars and Stripes Family Pack","Stars and Stripes Family Pack","Unknown","Family Pack Assortments","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","857","860","860","Items","858"
"5O3KCZV7HWLL2CDEY4VOSTEL","715244009312","","Stealth Bomber","Stealth Bomber","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","858","861","861","Items","859"
"Z3WW4AQIC4ZXLQNTMA3PKJAT","","841527142022","Steel Titan Mortar","Steel Titan Mortar","Unknown","Roman Candles","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","859","862","862","Items","860"
"2BN5Z4GKQHHACJ6BQHH7XB4Y","8052530010914","","Stellar Jets (4 sticks)","Stellar Jets (4 sticks)","Unknown","Stick Rockets","Regular","Unknown","4 sticks","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","860","863","863","Items","861"
"LZUI6FBWEPODZ6FYNPMSTRRG","900007622062","","Stinger Rockets","Stinger Rockets","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","861","864","864","Items","862"
"PFUMNN4F7CTUD6OCYKHDPQLR","757202110012","","Strato Launcher 100 Shot","Strato Launcher 100 Shot","Unknown","Unknown","Regular","Unknown","100 Shot","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","862","865","865","Items","863"
"6ORG5JYKG6FPBMH67P7UPR3E","887946003438","","Striking Rainbow","Striking Rainbow","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","863","866","866","Items","864"
"3UA3DE63WWEIXYDEIHWR6NFD","757201220040","","Strobing Willow","Strobing Willow","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","864","867","867","Items","865"
"JHTD4RDJXZMEZNERSG7EXBGP","757201530392","","Sudden Crisis 30 Shot","Sudden Crisis 30 Shot","Unknown","Unknown","Regular","Unknown","30 Shot","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","866","869","869","Items","867"
"MCJREXVVQE3QRAECUUUZUCYQ","514677002323","","Sugar Pop","Sugar Pop","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","867","870","870","Items","868"
"WM5U5WA7YOACC752AX5JMVOI","681402053988","","Sugar Skull 6"" Artillery Shells 6 Pack","Sugar Skull 6"" Artillery Shells 6 Pack","Unknown","6 Pack Artillery Shells 5""\, 6""","Sugar Skull","Sugar Skull","6"" | 6 Pack","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","868","871","871","Items","869"
"TAYKK7F435S57FPDLPJYV3OZ","681402054008","","Sugar Skull 6"" Artillery Shells 6 Pack","Sugar Skull 6"" Artillery Shells 6 Pack","Unknown","6 Pack Artillery Shells 5""\, 6""","Sugar Skull","Sugar Skull","6"" | 6 Pack","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","869","872","872","Items","870"
"KCBDFWX3QDQK5IQPOL2VZJ7D","681402053971","","Sugar Skull 6"" Artillery Shells 6 Pack","Sugar Skull 6"" Artillery Shells 6 Pack","Unknown","6 Pack Artillery Shells 5""\, 6""","Sugar Skull","Sugar Skull","6"" | 6 Pack","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","870","873","873","Items","871"
"J3U233NEV6JWQT66GGKT72MN","681402053995","","Sugar Skull 6"" Artillery Shells 6 Pack","Sugar Skull 6"" Artillery Shells 6 Pack","Unknown","6 Pack Artillery Shells 5""\, 6""","Sugar Skull","Sugar Skull","6"" | 6 Pack","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","871","874","874","Items","872"
"FZ4UOHXN2PATZIU7FO7IYHQR","202112120298","","Super Cakes 4","Super Cakes 4","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","872","875","875","Items","873"
"B5TEHG6TB4E35SHGLJC73JTO","816597940212","","Super Jumbo Crackling Balls","Super Jumbo Crackling Balls","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","873","876","876","Items","874"
"TAESPIMBJC3BD7QYPG2HVSW4","8052530140819","","Super Magnum (12 pcs)","Super Magnum (12 pcs)","Unknown","Artillery/Festival Balls","Regular","Unknown","12 pcs","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","874","877","877","Items","875"
"YSJXWKAANWCTCMQCEY3JQUXK","715244003365","","Super Snap Bogo","Super Snap","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","875","878","878","Items","876"
"AHKZ7C7WXML7I5RH7EVVP3NV","687985434015","","Super Sword Boy","Super Sword Boy","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","876","879","879","Items","877"
"IUWUWRCHEBGYJ5VIM5ZNCDV3","757202120028","","Super dragon Fountain","Super dragon Fountain","Unknown","Fountains","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","877","880","880","Items","878"
