"square_token","original_name","original_variation","match_status","rockwall_product_id","dynamite_candidates","evidence"
"A7BVCSMERHS3I6HQV6PXR2VJ","Saturn Missle Battery 100 Sht","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"NJM6VGXTBORBIDBFE5WX2DBE","Saturn Ultra 750","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"5JQRSHABWBMQ52NCPHFZJAPH","Scarlet Thread 500 Gram","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"4FSMJRLSNUAD2WCQM35D554W","Screaming Eagles","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"CGTZLRFLVBLJADNUMR2I7V6D","Screeching Eagle","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"IDRRN7PXEHU5ESAIDFWNUFCC","Secret Vault Family Pack","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"ALNYFHJRL6SEF3PJ2DCWDWJB","Seismic Snaps","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"HBOU625S5LEK4PCVRH53HOQG","Serious Equipment 48 Shells","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"6SGGZX66ZYR44X62PWKO7V33","Shark Attack 4 Pack","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"NQH4FU2CQFAFPYQORARDZJR5","Shinobi","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"FX3FZDERMCEZQ4YL3PDCIQQD","Show Me Your Kitties 200 gr","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"O4MEQ2OSWJYYBCA5R6ZYCN3Z","Shower Of Sparks 5 Pcs","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"RXEDQUZWB3J67HDB622CHTLT","Silent Assasin","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"6TL5MEXW2T74PYUHAH26HOD2","Silent Mode","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"44TDILAVET7KFW3RUYZOHEBZ","Silent Treatment Fountain","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"ELPXYS33RVPQWPNX3ESR377E","Skull Force","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"UKIQLFU5SEJTMJHR6AKHDO3E","Skull King 200 Gram 16 Shot","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"DHKAYQL2A5JTRZQGUAUPKSIC","Skull Popper 6 Pk","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"WTLUAOGLASBOLXA3LAEELXAQ","Sky Ink 200G","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"TE2L56XEDWRPQVTX4WF7ZYPE","Sky Laterns","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"64FX5VZCXQGIRO6L3MNRJR3F","Sky Laterns","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"C3Z2RS7D6ATU276R6GFDRQJY","Sky Painter Fountain","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"7I7ICERBSIGVAHLOKRERBOOJ","Sky Pattern Rocket Kit","Regular","confirmed","sky-pattern","products.json[102] Sky Pattern / Firehawk / /products/sky-pattern.png","Distinctive name and Square rocket-kit presentation agree with the Firehawk packaged rocket kit. No quantity inferred from an internal SKU."
"LCUKICYEVG6O6GGZEFQMVWYJ","Skybolt (5 sticks)","Regular","conflict","","products.json[103] Skybolt / Firehawk / /products/skybolt.png","Square Skybolt specifies five sticks; Firehawk source photo shows a freestanding missile. Presentation does not agree."
"K2OSHKB5T4AD2TTS65UQK4JA","Slam Dunk Fountain","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"UCFNVVHNNAU65DR3NT3CHQAH","Small Biker Gang Novelty","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"IDRU6XRW7BWBX53PXMETFDDW","Small Fire Truck Novelty","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"QR6JZFJ3F5O3DOF23GO3E274","Small Military Parachute","Regular","probable","","products.json[189] Military Parachute / Winda / /products/military-parachute.png","Name identifies a candidate only; manufacturer and exact presentation have not been established."
"CUMAYLL4GFQA4YQRN27UWOCT","Small Military Paratropper","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"3ADFA4L7TG6JSPJDUV7IJW4C","Small Police Car Novelty","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"36MIDNKLKXE6BD6ZCKP33MAW","Small Skateboard Dude Novelty","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"B5PYMHTQP5GIGI7BPYVXIEQG","Small Tank","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"IR4HFV2V4UFXVMGII7UKDZUS","Small Tank","Tank","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"BMR7JEOTMDGL54REFWSSF5II","Small Tank 12 Pack","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"EUMY5KCK234U6I7QG6EPUBCY","Smash Hit","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"X4B7BR7A4QTZPCXUFL4DHCV4","Smiling Faces Ear To Ear (5 sticks)","Regular","confirmed","smiling-faces-ear-to-ear","products.json[101] Smiling Face / Firehawk / /products/smiling-face.png","Full wording Smiling Faces Ear to Ear is visible on Firehawk package; five rockets pictured agree with Square 5 sticks and Stick Rockets category."
"ME7MEP7XSA56DBH43DBACC54","Smoke Artillery Shell","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"AIIEVSFXVBRCO47FLHGNO2Z7","Smoke Balls","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"DKB6UEB67H55UXXAKHRGO4Q2","Smoke Balls Box 72 Pieces","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"I3FAHXWTEBSV74DBN47OSRTC","Smoke Grenade","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"VI6MKFDJY44SCVZ2HFWQG53R","Smoke Grenade  2pc BOGO","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"JJYGWFKEJPWNWFZJ4SFH67SB","Smoke Grenade Color Pull Pin","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"Y5KJZEMQ3YT2HSORELWNXMQA","Snake Package","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"CLCR26IVZCUSZQQ54T4PIWIO","Snake Package","Assorted Snakes","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"CQWQUWJGDGP4XMUTBNF6CVHN","Snappers","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"UBCURPSLOYG22MXQUSCEACJ2","Snappers BOGO","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"2AARIAYAE44WQKSSNH7V2PBO","Snaps BOGO","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"4R67JJWNKKF3QWUW3XTFBMFB","Sniper 24 Shells","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"KR3RZM5CYN7RTB47WMIVTE3H","Sniper Fire 12 Shot","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"CBRHNYWVQY2LISAFKAJPV4ZZ","Snow Cone Big","Regular","probable","","products.json[114] Snow Cone / Winda / /products/snow-cone.png","Name identifies a candidate only; manufacturer and exact presentation have not been established."
"QT4SJRW6RTVNYE3I2OXOAM4Q","Snow Cone Fountain","Regular","probable","","products.json[114] Snow Cone / Winda / /products/snow-cone.png","Name identifies a candidate only; manufacturer and exact presentation have not been established."
"WAAAG3RM5BHMZNQJ6PELW6V3","Snowcone","Regular","probable","","products.json[114] Snow Cone / Winda / /products/snow-cone.png | products.json[184] Handheld Snow Cone / Winda / /products/handheld-snow-cone.png","Name identifies a candidate only; manufacturer and exact presentation have not been established."
"HWSLHV2QS7CBXJJXIS6GPRY7","Snowcone","Regular","probable","","products.json[114] Snow Cone / Winda / /products/snow-cone.png | products.json[184] Handheld Snow Cone / Winda / /products/handheld-snow-cone.png","Name identifies a candidate only; manufacturer and exact presentation have not been established."
"7HSTZSPFLZOBUPYELG63T6TG","Snowcone Individual","Regular","probable","","products.json[114] Snow Cone / Winda / /products/snow-cone.png","Name identifies a candidate only; manufacturer and exact presentation have not been established."
"56UUUYAARKPLGMOGR523LF2P","Soda Foundation","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"5D6GORADGNMEPLTPWFS3A6BA","Sons of Liberty 500 Gram","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"DV3XLNU5AXWRHKJTQQ7FF4AU","Sound of Moo-sic","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"EOQSDKHNYNKDGEYU7SYZDMGF","Space Cowboy Bogo","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"ZXRSIXTYSH6M7CLJQKS7SNB5","Space Falcon (5 sticks)","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"2RKQ6XDDPPDOXSVF547EXY62","Space Junk","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"YNMK7ZJZKNRBPDU6JK7AJRT3","Spangled Sparklers","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"TMJFW6QOYHZPIJO2AYYQES7X","Sparklers Bogo","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"CPOOOXF72UNGR6EWAXHK26JF","Sparklers Bogo","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"MUEHSXEB6KR5V6ISJ5TUEKHJ","Sparklers Bogo","Sparklers No.8 BOGO","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"CHMELJFUKR2PD2Z6CM2QTBPI","Starlight","Regular","existing_rockwall","star-light","Unknown","Approved Rockwall Star Light assortment matches Square Starlight and Family Pack Assortments category."
"BD7G6JJ3PMQ6UGFJDF64A2XL","Stars Stripes Assortment","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"3XPUBX5CD2SO5BXJAVK5D4PW","Stars and Stripes Family Pack","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"5O3KCZV7HWLL2CDEY4VOSTEL","Stealth Bomber","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"Z3WW4AQIC4ZXLQNTMA3PKJAT","Steel Titan Mortar","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"2BN5Z4GKQHHACJ6BQHH7XB4Y","Stellar Jets (4 sticks)","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"LZUI6FBWEPODZ6FYNPMSTRRG","Stinger Rockets","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"PFUMNN4F7CTUD6OCYKHDPQLR","Strato Launcher 100 Shot","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"6ORG5JYKG6FPBMH67P7UPR3E","Striking Rainbow","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"3UA3DE63WWEIXYDEIHWR6NFD","Strobing Willow","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"X3Q5SIJNL3ELAOABV3AD5PNT","Sucker Punch 182 Shots","Regular","confirmed","sucker-punch","products.json[19] Sucker Punch / Raccoon / /products/sucker-punch.png","Square specifies 182 shots and zipper-cake category; photographed Raccoon package shows 182 shots and 500 gram."
"JHTD4RDJXZMEZNERSG7EXBGP","Sudden Crisis 30 Shot","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"MCJREXVVQE3QRAECUUUZUCYQ","Sugar Pop","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"WM5U5WA7YOACC752AX5JMVOI","Sugar Skull 6"" Artillery Shells 6 Pack","Sugar Skull","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"TAYKK7F435S57FPDLPJYV3OZ","Sugar Skull 6"" Artillery Shells 6 Pack","Sugar Skull","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"KCBDFWX3QDQK5IQPOL2VZJ7D","Sugar Skull 6"" Artillery Shells 6 Pack","Sugar Skull","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"J3U233NEV6JWQT66GGKT72MN","Sugar Skull 6"" Artillery Shells 6 Pack","Sugar Skull","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"FZ4UOHXN2PATZIU7FO7IYHQR","Super Cakes 4","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"B5TEHG6TB4E35SHGLJC73JTO","Super Jumbo Crackling Balls","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"TAESPIMBJC3BD7QYPG2HVSW4","Super Magnum (12 pcs)","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"YSJXWKAANWCTCMQCEY3JQUXK","Super Snap Bogo","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"AHKZ7C7WXML7I5RH7EVVP3NV","Super Sword Boy","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"IUWUWRCHEBGYJ5VIM5ZNCDV3","Super dragon Fountain","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"J5OIPB6TBG4AKLGTG5BA75KD","Supernova 5"" Artillery Shells 6 Pack","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"NZZFXOG2QDEBBJWGNJ4F5T3R","Sword","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"CFPGEC7FM3M3FLAT3WK62WEY","THAAD 226 Shot Zipper Cake","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"XPKESM4NEB7FD7MA2UGKJXXQ","TNT Bag Assortment","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"OCNKFMWD4RXNQEOM4RTQQJBQ","Take Me To Your Leader 500 Gram","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"JCZP5TQ5GGDI72GS747HROMU","Taking Care Of Business Family Pk","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"YL45J65Z3E5TR6CTQSL6ACA3","Tank","Regular","probable","","products.json[115] Fish Tank / Winda / /products/fish-tank.png | products.json[181] Tank Busters / Winda / /products/tank-busters.png","Name identifies a candidate only; manufacturer and exact presentation have not been established."
"7TEE4O7JK2ZG6OINQEOJJTSV","Tank","Tank","probable","","products.json[115] Fish Tank / Winda / /products/fish-tank.png | products.json[181] Tank Busters / Winda / /products/tank-busters.png","Name identifies a candidate only; manufacturer and exact presentation have not been established."
"2KFDHM7PRJCRUR6NIOPWRUXF","Texas Giant Pop Rocket","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"NSQKCL7FFBMVVVFCM4EKI7HF","Texas Pop Rocket","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"EOCYSNQTWRFGASZDKP4QENU7","Texas Sledgehammer 60 Gram 6 Inch","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"NJ6SAFHPATCWTVY7P6WUARZ6","The Beast Black Cat","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"75TIIYAM4OKN23TPTHZZN67G","The Beast Roman Candle","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"KOTKW2PJDLTQA7NWSJVETPLO","The Godfather","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"Z6FPCUDLKJMT6XYLGBPTJAKZ","The Hulk Clap 500 Gram","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"CIU2NNTHN47VXQHXXKQQ2NBE","The Jaws 500 Gram 9 Shots","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"D6T5FNCTMUTHQSDLYJD2YU3X","The King Assortment","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"YY2252GSY24VXZARC2U6X6BL","The King Assortment","The King Assortment","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"UTZ525RYU5BQ7EIDA555B7E5","The Kraken 4"" Artillery Shells 24 Pack","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"MPQFHDSFYWL74TFBGIO233PQ","The Next Big Thing 500 Gram","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"DVJJ6D4PS3O75T6GJDQQUVI6","The Perfect Match","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"XEVPEMJRFP7JSF4EQBHZEKB5","The Reaper 500 Gram","Regular","existing_rockwall","the-reaper","Unknown","Approved Rockwall Raccoon The Reaper cake is marked 500 gram; Square agrees."
"JVJVJDEHKQTOTIG75XHAVP7R","The Red White And Blue Salute","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"V5J3HQXPDHVHUAOL4TQYISXE","The wicked Witch","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"IR7XAVEQUTZ3OXRPZRYDJDWS","Thor Missle","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"4NKU22OHLIB7KNREHQGNR5LH","Thunder Bomb 1000ct Firecracker","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"TXJZDX235E43KSVDG4MP7WO6","Thunder Bomb 640","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"EIY7LEWHON2DQBJR5WYIADRP","Thunderbomb 100ct Firecracker","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"WFOP4EFT7Q3WECR3URYJ6KNH","Tiger Force 6"" Artillery Shells 24 Pack","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"KZIPK6N3RIIOP7VY7B5KOGHF","Till Death Do Us Part 30 Shot","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"X5BMZULGHXXAMM4P3Z32O6CZ","Tiny Snow Cone","Regular","probable","","products.json[114] Snow Cone / Winda / /products/snow-cone.png","Name identifies a candidate only; manufacturer and exact presentation have not been established."
"BMUZDH4BBIKV6QQT3EJISDHT","Tiny Snow Cone","Tiny Snowcone","probable","","products.json[114] Snow Cone / Winda / /products/snow-cone.png","Name identifies a candidate only; manufacturer and exact presentation have not been established."
"YX45DS6EV25H3VDDCVAYS7BG","Tomahawk","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"MPDVJ42G6H7A2ORWCX3DJGXI","Tomahawk Missile","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"QIAYT2L3TWLWGTLX3UO4IESI","Tommy Gun","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"RINS3N3B7E4VFFP6N7JHNLEC","Torpedo","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"T66IVCSZQXKG2EZT7K2CJZ6N","Tower of Power 500 Gram","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"KU3SZ23DSJ3QKFYFOMKZHW5D","Toy Box Backpack Children","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"CLBWCGZC6RNAPWOITX5MVHAY","Tres Amigos","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"MJS4BWTE4RD3SNVJXSBWD7DT","Truck Load Of Fun","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"X2YSWQNHGH422VSAGSM4MDBW","Truckload Of Fire","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"IAUSC7I3MXQSAY2SVUYHJUKJ","Truckload Of Fire","Wings of the Brave","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"FVQC5I6R3FX2UEIOOYM6DT7Z","Truckload Of Fire","Shield of Liberty","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"WDFIOXLCDTEONEOMV4TJMAGP","Truckload Of Fire","Monumental Legacy","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"DMIG3XTQAWN4E7WPYKPDNIUO","Truckload Of Fire","Aviation Nation","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"3IAUJECOLHLP4HEFULWNV7MZ","Turbo roman candle","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"4XNAMHJPDAR3ZZXVWJRVFCN7","Turf War","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"HFIHZKMFPSJ5AVHXN4OIW6JV","Turtle 2 Pack","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"4CDHEXAIGFVHBCKYZPZPMEUW","Two Color Spaceship Bogo","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"VHMJNYOIR3QENJLJWRTRR3KI","USA Arsenal 36 Shells","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"FUX3VOQTQWK6EUEVVU74CCYG","USA Family Pack Assortment","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"E7IZVD5NDQ6BARD5OAHLMR2S","USA Large Assortment","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"OT6A2P62332JPPNLKF4FO6JT","USA Saturn Missile","250 Strong USA Saturn Missile","probable","","products.json[74] USA Saturn Missile Battery / Brothers / products/usa-saturn-missile-battery.png","Name identifies a candidate only; manufacturer and exact presentation have not been established."
"DKHRWMFALVXVHW7T3N6RJ6TF","USA Saturn Missile","Regular","probable","","products.json[74] USA Saturn Missile Battery / Brothers / products/usa-saturn-missile-battery.png","Name identifies a candidate only; manufacturer and exact presentation have not been established."
"W4LGRYU54PUUUSUHQXD7Y73Y","Ultimate America","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"SIA2GNQKKWKEMU3PTSRTX5WT","Uncle Sam 500 Gram","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"BJRI3SFNDFVOQR6YLSYVEQ4X","Unicorn","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"DXLAVO75BIV7EE5NVWMNZOG7","Unicorn Chaser_BOGO","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"57HEQD66AGXS3E567TGEGWYE","United States of Awesome","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"LLYFGENB2BOJMKH4BIIMI7O7","United We Stand Assortment","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"NV3W6SDTABEI2B7SXTY7OK5C","Us 66 500G","Regular","confirmed","us-66","products.json[175] US 66 / Winda / /products/us-66.png","Name and 500-gram classification agree between Square and photographed Winda cake; 66 is retained as part of the name."
"6QWKN4NYSMH5FE4SPP4TXZEZ","Vega","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"J4X2GNRP7XNRBVM5HXDI77OZ","Vendoworks","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"AVJ2UNGCOROG46OCAJARWH27","Venomous Snakes","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"53PY236TSO7UAIDCPQL23F4D","Vertical Limit 200 Gram 16 Shot","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"MPLY3UZKTRRPDCZXXFXRR433","Victory Sword","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"2GOV47XBIMZCDNOV72OJDVYL","Victory Vault","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"QA7RJWR5IABYRYQ4RJTZCVD7","Violet And Crimson Fountain 6pc","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"AM2ZXLJ7TEDJQGPX2YZBW72P","Viper Strike","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"GRLCY6BUJIQP24563LEUEXK4","Viva Mexico 500 Gram","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"XTL5TLDJI3LTZYGCDMI4ODSC","Wacky Tobocey","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"Z5AQ5L7DNIGG2FSAUAZOSQQ5","Walking Dead 19 Shots","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"KS5452C734MZW35G2BTO3ZX4","Wall of Flame","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"YIKPT4VA36G77JLEBR336HWV","War Hero 500 Gram","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"6NQCWDXZ7TGFXFDOUC2FN5T7","War Machine","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"VNEIHGVRRDBQAJWZMKFV4C3O","War Machine 156 shots","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"IS2XWCPIZV7WPJ7BQP3BAPSP","Warning Avalanche Ahead 500 Gram 26 Shot","Regular","probable","","products.json[151] Avalanche / Winda / /products/avalanche.png","Name identifies a candidate only; manufacturer and exact presentation have not been established."
"CNG6PFTZORZT3VTBUEOOCIHE","Washinton's Wrath","Freedom's Firestorm","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"6UJAXAORFVM7FYGGLZ67623O","Washinton's Wrath","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"TMUMFZK4FJCUWETKB2JNYRTR","Watching You Fountain","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"Y67YAJM4MTK2Q3WK6TKIAQSU","Watermelon  Ninja","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"C44OQMPI7CLCZ5UOQBGPOVY5","We the People","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
